country,year,report_fixable,report_category,report_tried,report_conclusion,report_source_files,current_gap_report_has_gap,current_gap_report_actions,current_gap_report_canonicals,current_gap_report_row_count,review_table_issue_labels,review_table_actions,review_table_diagnosis,review_table_row_count,suggested_status,review_basis
Turkey,1994,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1994 21803.pdf | 1994 21803.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1995,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1995 22155.pdf | 1995 22155.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1996,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1996 22622.pdf | 1996 22622.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1997,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1997 22859.pdf | 1997 22859.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1998,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1998 23213.pdf | 1998 23213.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1999,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1999 23741.pdf | 1999 23741.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,2000,Potentially,Extraction covered but excluded,Turkey 2000 appears in results.csv but was excluded via turkey_drop_pairs. Source PDF exists in corpus.,POTENTIALLY FIXABLE — Needs investigation of what the 2000 extraction found and why it was excluded. May be a transfer amount issue similar to 1979-1981.,2000 23922.pdf | 2000 23922.pdf,Yes,reextract,KOSGEB (Turkey) | TAEK — Türkiye Atom Enerjisi Kurumu (Turkey) | TÜBA (Turkey) | TÜBİTAK (Turkey),4,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Turkey,2001,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,2001 dfd35a0d-5187-41b4-a3ff-36c558adeca9.pdf | 2001-Malî-Yılı-Bütçe-Kanunu-Kanun-No.-4611 (1).pdf | 2001-Malî-Yılı-Bütçe-Kanunu-Kanun-No.-4611.pdf | 2001 dfd35a0d-5187-41b4-a3ff-36c558adeca9.pdf | 2001-Malî-Yılı-Bütçe-Kanunu-Kanun-No.-4611 (1).pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,2002,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,2002-Malî-Yılı-Bütçe-Kanunu-Kanun-No.-4726 (1).pdf | 2002-Malî-Yılı-Bütçe-Kanunu-Kanun-No.-4726.pdf | 2002-Malî-Yılı-Bütçe-Kanunu-Kanun-No.-4726 (1).pdf | 2002-Malî-Yılı-Bütçe-Kanunu-Kanun-No.-4726.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,2003,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,2003 ffe059e8-9257-4408-8799-52cb5b293286.pdf | 2003 kanuntbmmc08704833.pdf | 2003 ffe059e8-9257-4408-8799-52cb5b293286.pdf | 2003 kanuntbmmc08704833.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,2004,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,2004 f8229ba6-c7fd-48b3-8877-9e716ba97e4d.pdf | 2004 kanuntbmmc08805027.pdf | 2004 f8229ba6-c7fd-48b3-8877-9e716ba97e4d.pdf | 2004 kanuntbmmc08805027.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,2005,Potentially,Blocked by manual audit,Turkey 2005 blocked by turkey_drop_pairs for TÜBİTAK and TAEK. The 2005 extraction was identified as problematic during audit (likely same transfer amount issue or scale error).,POTENTIALLY FIXABLE — if correct annual institutional budget lines can be identified in the 2005 PDF.,2005 kanuntbmmc08905277.pdf | 2005 tbmm22140033ss1271.pdf | 2005 tbmm22140033ss1270.pdf | 2005 kanuntbmmc08905277.pdf | 2005 tbmm22140033ss1271.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
UK,2000,Uncertain,Structural format issue + extraction gaps,"UK has 12 gaps (2000-2003, 2008-2009, 2011-2012, 2014, 2016, 2019, 2022). UK Supply Estimates don't present R&D as institutional block grants in same way as continental systems. RCUK/UKRI receive block grants visible in BEIS/DfE Supply Estimates but structure is complex. 53 files in corpus. Some years may simply not be in our document set.",HARD TO FIX — UK Supply Estimates have complex multi-document structure. Missing years reflect both extraction failures and structural format differences. UK R&D budget is not a single chapter but distributed across multiple departmental estimates.,2000_UK.pdf | 2000_UK.pdf,No,,,0,,,,0,No,"UK audit found no qualifying single-year R&D appropriation in the 2000 Red Book after full review; remaining figures are general funds, tax measures, or excluded categories."
UK,2001,Uncertain,Structural format issue + extraction gaps,"UK has 12 gaps (2000-2003, 2008-2009, 2011-2012, 2014, 2016, 2019, 2022). UK Supply Estimates don't present R&D as institutional block grants in same way as continental systems. RCUK/UKRI receive block grants visible in BEIS/DfE Supply Estimates but structure is complex. 53 files in corpus. Some years may simply not be in our document set.",HARD TO FIX — UK Supply Estimates have complex multi-document structure. Missing years reflect both extraction failures and structural format differences. UK R&D budget is not a single chapter but distributed across multiple departmental estimates.,2001_UK.pdf | 2001_UK.pdf,No,,,0,,,,0,No,"UK audit confirms 2001 is a genuine content gap: R&D mentions are tax-credit policy discussion, not a named single-year appropriation."
UK,2002,Uncertain,Structural format issue + extraction gaps,"UK has 12 gaps (2000-2003, 2008-2009, 2011-2012, 2014, 2016, 2019, 2022). UK Supply Estimates don't present R&D as institutional block grants in same way as continental systems. RCUK/UKRI receive block grants visible in BEIS/DfE Supply Estimates but structure is complex. 53 files in corpus. Some years may simply not be in our document set.",HARD TO FIX — UK Supply Estimates have complex multi-document structure. Missing years reflect both extraction failures and structural format differences. UK R&D budget is not a single chapter but distributed across multiple departmental estimates.,,No,,,0,,,,0,No,UK audit confirms 2002 is a source-corpus gap: the Budget 2002 document is not present in the local archive.
UK,2003,Uncertain,Structural format issue + extraction gaps,"UK has 12 gaps (2000-2003, 2008-2009, 2011-2012, 2014, 2016, 2019, 2022). UK Supply Estimates don't present R&D as institutional block grants in same way as continental systems. RCUK/UKRI receive block grants visible in BEIS/DfE Supply Estimates but structure is complex. 53 files in corpus. Some years may simply not be in our document set.",HARD TO FIX — UK Supply Estimates have complex multi-document structure. Missing years reflect both extraction failures and structural format differences. UK R&D budget is not a single chapter but distributed across multiple departmental estimates.,2003_UK.pdf | 2003_UK.pdf,Yes,reextract,Arts and Humanities Research Council (AHRC) | Biotechnology and Biological Sciences Research Council (BBSRC) | Economic and Social Research Council (ESRC) | Engineering and Physical Sciences Research Council (EPSRC) | Industrial Strategy Challenge Fund | Joint Infrastructure Fund | Medical Research Council (MRC) | Natural Environment Research Council (NERC),19,,,,0,Uncertain,Still present in the current gap report; no stronger audited override found.
UK,2008,Uncertain,Structural format issue + extraction gaps,"UK has 12 gaps (2000-2003, 2008-2009, 2011-2012, 2014, 2016, 2019, 2022). UK Supply Estimates don't present R&D as institutional block grants in same way as continental systems. RCUK/UKRI receive block grants visible in BEIS/DfE Supply Estimates but structure is complex. 53 files in corpus. Some years may simply not be in our document set.",HARD TO FIX — UK Supply Estimates have complex multi-document structure. Missing years reflect both extraction failures and structural format differences. UK R&D budget is not a single chapter but distributed across multiple departmental estimates.,2008_UK.pdf | 2008_UK.pdf,Yes,reextract,Additional Clinical Research Funding (2005) | Arts and Humanities Research Council (AHRC) | Biotechnology and Biological Sciences Research Council (BBSRC) | Climate Change Research Capacity Programme | DfES Research and Knowledge Transfer Funding (English Universities) | Economic and Social Research Council (ESRC) | Engineering and Physical Sciences Research Council (EPSRC) | Higher Education Innovation Fund (HEIF),29,,,,0,Uncertain,Still present in the current gap report; no stronger audited override found.
UK,2009,Uncertain,Structural format issue + extraction gaps,"UK has 12 gaps (2000-2003, 2008-2009, 2011-2012, 2014, 2016, 2019, 2022). UK Supply Estimates don't present R&D as institutional block grants in same way as continental systems. RCUK/UKRI receive block grants visible in BEIS/DfE Supply Estimates but structure is complex. 53 files in corpus. Some years may simply not be in our document set.",HARD TO FIX — UK Supply Estimates have complex multi-document structure. Missing years reflect both extraction failures and structural format differences. UK R&D budget is not a single chapter but distributed across multiple departmental estimates.,2009_UK.pdf | 2009_UK.pdf,Yes,reextract,Additional Clinical Research Funding (2005) | Arts and Humanities Research Council (AHRC) | Biotechnology and Biological Sciences Research Council (BBSRC) | Climate Change Research Capacity Programme | DfES Research and Knowledge Transfer Funding (English Universities) | Economic and Social Research Council (ESRC) | Engineering and Physical Sciences Research Council (EPSRC) | Higher Education Innovation Fund (HEIF),30,,,,0,Uncertain,Still present in the current gap report; no stronger audited override found.
UK,2011,Uncertain,Structural format issue + extraction gaps,"UK has 12 gaps (2000-2003, 2008-2009, 2011-2012, 2014, 2016, 2019, 2022). UK Supply Estimates don't present R&D as institutional block grants in same way as continental systems. RCUK/UKRI receive block grants visible in BEIS/DfE Supply Estimates but structure is complex. 53 files in corpus. Some years may simply not be in our document set.",HARD TO FIX — UK Supply Estimates have complex multi-document structure. Missing years reflect both extraction failures and structural format differences. UK R&D budget is not a single chapter but distributed across multiple departmental estimates.,2011_UK.pdf | 2011_UK.pdf,Yes,reextract,Additional Clinical Research Funding (2005) | Arts and Humanities Research Council (AHRC) | Biotechnology and Biological Sciences Research Council (BBSRC) | Climate Change Research Capacity Programme | DfES Research and Knowledge Transfer Funding (English Universities) | Economic and Social Research Council (ESRC) | Engineering and Physical Sciences Research Council (EPSRC) | Higher Education Innovation Fund (HEIF),34,,,,0,Uncertain,Still present in the current gap report; no stronger audited override found.
UK,2012,Uncertain,Structural format issue + extraction gaps,"UK has 12 gaps (2000-2003, 2008-2009, 2011-2012, 2014, 2016, 2019, 2022). UK Supply Estimates don't present R&D as institutional block grants in same way as continental systems. RCUK/UKRI receive block grants visible in BEIS/DfE Supply Estimates but structure is complex. 53 files in corpus. Some years may simply not be in our document set.",HARD TO FIX — UK Supply Estimates have complex multi-document structure. Missing years reflect both extraction failures and structural format differences. UK R&D budget is not a single chapter but distributed across multiple departmental estimates.,2012_UK.pdf | 2012_UK.pdf,Yes,reextract,Additional Clinical Research Funding (2005) | Arts and Humanities Research Council (AHRC) | Biotechnology and Biological Sciences Research Council (BBSRC) | Climate Change Research Capacity Programme | DfES Research and Knowledge Transfer Funding (English Universities) | Economic and Social Research Council (ESRC) | Engineering and Physical Sciences Research Council (EPSRC) | Higher Education Innovation Fund (HEIF),36,,,,0,Uncertain,Still present in the current gap report; no stronger audited override found.
UK,2014,Uncertain,Structural format issue + extraction gaps,"UK has 12 gaps (2000-2003, 2008-2009, 2011-2012, 2014, 2016, 2019, 2022). UK Supply Estimates don't present R&D as institutional block grants in same way as continental systems. RCUK/UKRI receive block grants visible in BEIS/DfE Supply Estimates but structure is complex. 53 files in corpus. Some years may simply not be in our document set.",HARD TO FIX — UK Supply Estimates have complex multi-document structure. Missing years reflect both extraction failures and structural format differences. UK R&D budget is not a single chapter but distributed across multiple departmental estimates.,2014_UK.pdf | 2014_UK.pdf,Yes,reextract,Additional Clinical Research Funding (2005) | Advanced Manufacturing Supply Chain Initiative | Arts and Humanities Research Council (AHRC) | Biotechnology and Biological Sciences Research Council (BBSRC) | Climate Change Research Capacity Programme | DfES Research and Knowledge Transfer Funding (English Universities) | Economic and Social Research Council (ESRC) | Engineering and Physical Sciences Research Council (EPSRC),40,,,,0,Uncertain,Still present in the current gap report; no stronger audited override found.
UK,2016,Uncertain,Structural format issue + extraction gaps,"UK has 12 gaps (2000-2003, 2008-2009, 2011-2012, 2014, 2016, 2019, 2022). UK Supply Estimates don't present R&D as institutional block grants in same way as continental systems. RCUK/UKRI receive block grants visible in BEIS/DfE Supply Estimates but structure is complex. 53 files in corpus. Some years may simply not be in our document set.",HARD TO FIX — UK Supply Estimates have complex multi-document structure. Missing years reflect both extraction failures and structural format differences. UK R&D budget is not a single chapter but distributed across multiple departmental estimates.,2016_UK.pdf | 2016_UK.pdf,Yes,reextract,Additional Clinical Research Funding (2005) | Advanced Manufacturing Supply Chain Initiative | Advanced Wellbeing Research Centre | Alan Turing Institute | Arts and Humanities Research Council (AHRC) | Biotechnology and Biological Sciences Research Council (BBSRC) | Centre for Agricultural Informatics and Sustainability Metrics | Centre for Process Innovation Chemical Innovation Fund,51,,,,0,Uncertain,Still present in the current gap report; no stronger audited override found.
UK,2019,Uncertain,Structural format issue + extraction gaps,"UK has 12 gaps (2000-2003, 2008-2009, 2011-2012, 2014, 2016, 2019, 2022). UK Supply Estimates don't present R&D as institutional block grants in same way as continental systems. RCUK/UKRI receive block grants visible in BEIS/DfE Supply Estimates but structure is complex. 53 files in corpus. Some years may simply not be in our document set.",HARD TO FIX — UK Supply Estimates have complex multi-document structure. Missing years reflect both extraction failures and structural format differences. UK R&D budget is not a single chapter but distributed across multiple departmental estimates.,,Yes,reextract,5G Research Facility | 5G Security Testbed Facility | 5G Testbeds and Trials Programme | Additional Clinical Research Funding (2005) | Advanced Manufacturing Supply Chain Initiative | Advanced Wellbeing Research Centre | Alan Turing Institute | Arts and Humanities Research Council (AHRC),71,,,,0,Uncertain,Still present in the current gap report; no stronger audited override found.
UK,2022,Uncertain,Structural format issue + extraction gaps,"UK has 12 gaps (2000-2003, 2008-2009, 2011-2012, 2014, 2016, 2019, 2022). UK Supply Estimates don't present R&D as institutional block grants in same way as continental systems. RCUK/UKRI receive block grants visible in BEIS/DfE Supply Estimates but structure is complex. 53 files in corpus. Some years may simply not be in our document set.",HARD TO FIX — UK Supply Estimates have complex multi-document structure. Missing years reflect both extraction failures and structural format differences. UK R&D budget is not a single chapter but distributed across multiple departmental estimates.,,Yes,reextract,5G Research Facility | 5G Security Testbed Facility | 5G Testbeds and Trials Programme | ARCHER 2 Supercomputer | Additional Clinical Research Funding (2005) | Advanced Manufacturing Supply Chain Initiative | Advanced Nuclear Fund | Advanced Research and Invention Agency,90,,,,0,Uncertain,Still present in the current gap report; no stronger audited override found.
